County,crash_yr,mo,Crash Hr,Vehicles Involved,Crash Severity,Serious Injury Event,No Seat Belt,Truck Involved,Speeding/Too Fast for Conditions,Impaired Driver,Failure to Yield,Snow/Sleet,Rollover,Intersection,Curve,Hill,Lane Departure,LAT,LON
McLean,2014,10,18,1,Injury,0,1,1,1,1,0,0,1,1,0,0,1,47.6464,-101.675
McKenzie,2014,10,13,2,Injury,0,0,0,0,0,0,0,0,1,1,0,0,48.0579,-103.661
Rolette,2014,10,7,1,Injury,0,0,0,0,0,0,0,1,0,0,1,1,48.8716,-99.57
McKenzie,2014,10,8,2,Injury,0,1,0,0,0,0,0,0,0,0,0,0,47.8629,-104.033
Williams,2014,10,21,1,Injury,0,1,0,0,0,0,0,1,0,0,0,1,48.3515,-103.559
Ward,2014,10,11,2,Injury,0,0,0,0,0,0,0,0,0,0,1,0,47.9033,-101.293
Bottineau,2014,10,15,2,Injury,0,0,1,0,0,0,0,0,1,0,0,0,48.8207,-100.468
Burleigh,2014,10,22,1,Injury,0,1,0,1,1,0,0,0,0,1,0,0,46.8261,-100.799
Burleigh,2014,10,12,3,Injury,0,.,0,0,0,0,0,0,1,0,0,0,46.8064,-100.779
Cass,2014,10,17,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.9048,-96.787
Walsh,2014,10,8,1,Injury,0,1,0,1,0,0,0,1,0,0,0,1,48.2961,-97.545
McKenzie,2014,10,8,2,Injury,0,0,0,1,0,0,0,0,1,0,0,0,47.9776,-102.877
Morton,2014,10,17,1,Injury,0,0,0,1,0,0,0,0,0,1,0,1,46.8616,-101.886
Morton,2014,10,13,2,Injury,0,.,0,1,0,0,0,0,0,0,0,0,46.8613,-101.305
McKenzie,2014,10,15,3,Injury,0,1,0,0,1,0,0,0,0,0,0,0,47.8046,-103.249
McKenzie,2014,10,15,2,Injury,0,0,1,1,0,0,0,0,1,0,0,0,47.7167,-103.283
Cass,2014,10,20,2,Injury,1,0,0,0,0,1,0,0,0,0,0,0,46.8421,-96.877
Cass,2014,10,6,2,Injury,0,0,1,1,0,0,0,0,0,0,1,0,46.8327,-96.842
Burleigh,2014,10,21,2,Injury,0,0,0,0,1,0,0,0,1,0,1,0,46.8325,-100.8
Barnes,2014,10,0,2,Injury,0,1,0,0,0,1,0,0,1,0,1,0,46.9287,-98.003
Stark,2014,10,12,1,Injury,0,1,0,0,0,0,0,1,0,0,0,1,46.8631,-102.123
Sheridan,2014,10,14,1,Injury,0,1,0,1,0,0,0,1,0,1,0,1,47.4869,-100.122
McKenzie,2014,10,6,2,Fatal,1,0,1,0,1,0,0,0,1,0,0,0,47.9775,-102.785
Williams,2014,10,5,2,Injury,0,1,1,0,0,0,0,0,1,0,0,0,48.1432,-103.734
Cass,2014,10,15,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8616,-96.839
Cass,2014,10,20,3,Injury,0,0,0,1,0,0,0,0,0,0,1,0,46.849,-96.862
Cass,2014,10,13,1,Injury,0,0,0,1,0,0,0,0,1,0,0,1,46.8763,-96.877
Cass,2014,10,1,2,Injury,0,.,0,0,0,0,0,0,1,0,0,0,46.8779,-96.821
Stutsman,2014,10,17,2,Injury,1,1,1,0,0,1,0,0,1,0,0,0,46.9215,-98.862
Ward,2014,10,18,1,Injury,0,0,0,1,0,0,0,1,0,0,0,1,48.3714,-101.116
Ransom,2014,10,16,1,Injury,0,0,0,1,0,0,0,1,0,0,1,0,46.4129,-97.654
Williams,2014,10,7,2,Injury,1,1,0,0,0,1,0,0,1,0,1,0,48.2845,-103.626
Cass,2014,10,13,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8325,-96.82
Grand Forks,2014,10,17,2,Injury,0,0,0,1,0,0,0,0,1,0,0,0,47.904,-97.045
Grand Forks,2014,10,7,2,Injury,0,0,0,0,0,1,0,0,1,0,1,0,47.9183,-97.088
Grand Forks,2014,10,15,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,47.9038,-97.066
Grand Forks,2014,10,16,2,Injury,0,.,0,0,0,0,0,0,0,0,0,0,47.8887,-97.079
Bowman,2014,10,10,2,Injury,0,0,0,0,0,0,0,0,0,0,1,0,46.1727,-103.141
Burleigh,2014,10,12,2,Injury,0,0,0,0,0,1,0,0,0,0,0,0,46.8067,-100.762
Mountrail,2014,10,5,1,Injury,0,0,0,0,0,0,0,1,0,0,0,0,47.978,-102.258
Cass,2014,10,20,1,Injury,0,0,0,1,1,0,0,1,0,1,0,1,46.8781,-96.964
Cass,2014,10,18,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.862,-96.883
Stark,2014,10,17,2,Injury,0,0,0,0,0,0,0,0,0,0,0,1,46.8568,-102.79
Cass,2014,10,18,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8976,-96.794
Traill,2014,10,20,1,Injury,0,1,0,0,0,0,0,0,1,0,0,0,47.3238,-97.113
Richland,2014,10,12,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.2773,-96.616
Stark,2014,10,7,3,Injury,1,.,0,0,1,0,0,0,0,0,0,0,46.9049,-102.761
Grand Forks,2014,10,17,3,Injury,0,0,0,0,0,0,0,0,1,0,0,0,47.8895,-97.084
Cass,2014,10,1,2,Injury,0,.,1,0,0,0,0,0,1,0,0,0,46.8326,-96.825
McKenzie,2014,10,15,2,Injury,0,0,0,1,0,0,0,0,1,0,0,0,47.8023,-103.285
McKenzie,2014,10,14,2,Injury,1,0,1,1,0,0,0,1,0,0,0,1,47.879,-104.033
Ward,2014,10,15,1,Injury,0,0,0,0,0,0,0,0,1,0,0,0,48.2108,-101.299
Cass,2014,10,16,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8638,-96.845
Burleigh,2014,10,15,2,Injury,0,0,0,0,0,0,0,0,1,0,1,0,46.8041,-100.779
Ward,2014,10,19,1,Injury,0,1,0,0,1,0,0,0,1,0,0,0,48.2255,-101.295
Grand Forks,2014,10,11,2,Injury,0,.,0,0,0,0,0,0,0,0,0,0,47.8894,-97.067
Billings,2014,10,10,2,Injury,0,0,1,1,0,0,0,0,0,0,0,0,47.2245,-103.223
McHenry,2014,10,6,1,Fatal,1,1,0,0,0,0,0,1,0,0,0,1,48.2764,-100.799
Billings,2014,10,16,1,Injury,0,0,1,1,0,0,0,1,0,0,0,1,47.2738,-103.466
Grand Forks,2014,10,17,2,Injury,0,0,0,1,0,0,0,0,1,0,0,0,47.9039,-97.045
Cass,2014,10,15,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8657,-96.809
Burleigh,2014,10,0,2,Injury,0,0,0,1,0,0,0,0,1,0,0,0,46.8116,-100.778
Ward,2014,10,11,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,48.2146,-101.301
Stark,2014,10,16,1,Injury,1,.,0,0,0,0,0,1,0,0,1,1,46.8783,-102.52
McLean,2014,10,14,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,47.7031,-101.465
Cass,2014,10,12,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.877,-97.068
Williams,2014,10,8,1,Injury,1,0,0,0,0,0,0,1,0,0,0,1,48.248,-103.561
Mountrail,2014,10,18,2,Injury,0,0,0,1,0,0,0,0,0,0,1,0,48.3099,-102.362
Ward,2014,10,23,1,Injury,0,0,0,1,1,0,0,0,0,0,0,1,48.2793,-101.285
Wells,2014,10,13,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,47.774,-99.941
Walsh,2014,10,21,1,Injury,0,0,0,1,0,0,0,1,0,0,0,1,48.2125,-97.189
Hettinger,2014,10,6,1,Injury,0,0,0,0,0,0,0,1,0,0,0,1,46.6172,-102.843
Burleigh,2014,10,23,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8064,-100.779
Williams,2014,10,17,2,Injury,0,1,0,0,0,1,0,0,0,0,0,0,48.1759,-103.626
Burleigh,2014,10,8,1,Injury,0,0,0,0,0,0,0,0,0,0,0,1,46.7828,-100.647
Stark,2014,10,7,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.879,-102.79
Ward,2014,10,22,1,Injury,0,.,0,1,0,0,0,0,0,0,0,1,48.1551,-101.296
Pembina,2014,10,22,1,Injury,0,0,0,1,0,0,0,0,0,0,0,0,48.6313,-97.178
Grand Forks,2014,10,15,2,Injury,0,1,0,0,0,1,0,0,1,0,0,0,47.8876,-97.067
Mountrail,2014,10,18,1,Injury,0,1,0,1,1,0,0,1,0,1,0,1,48.2246,-102.354
Cass,2014,10,23,1,Fatal,1,1,0,0,1,0,0,1,1,0,0,1,47.0938,-96.948
Morton,2014,10,0,2,Injury,0,0,0,0,1,0,0,0,0,0,0,0,46.8266,-100.888
Burleigh,2014,10,9,2,Injury,0,0,0,0,0,0,0,0,1,0,1,0,46.8042,-100.788
Morton,2014,10,11,2,Injury,0,1,0,0,0,1,0,0,1,0,0,0,46.4584,-101.237
Cass,2014,10,7,3,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8764,-96.872
Cass,2014,10,17,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8905,-96.843
Cass,2014,10,17,3,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8839,-96.82
Grand Forks,2014,10,0,1,Injury,0,1,0,1,1,0,0,1,0,0,0,1,47.9881,-97.088
McKenzie,2014,10,12,2,Injury,0,0,1,1,0,0,0,0,0,0,0,0,47.9453,-104.029
McKenzie,2014,10,7,1,Injury,0,0,0,1,1,0,0,1,0,0,1,1,47.6876,-103.283
Williams,2014,10,19,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,48.1424,-103.669
Bowman,2014,10,22,2,Injury,1,0,0,0,0,0,0,0,0,0,0,0,46.1913,-103.314
Williams,2014,10,16,2,Injury,0,0,0,1,0,1,0,0,1,0,0,0,48.1465,-103.623
Williams,2014,10,11,1,Injury,1,1,1,0,0,0,0,1,0,0,0,1,48.1509,-103.54
Morton,2014,10,18,2,Injury,1,1,0,1,0,0,0,0,1,0,0,0,46.8085,-100.83
Cass,2014,10,8,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8466,-96.799
Burleigh,2014,10,20,2,Injury,0,0,0,0,0,0,0,0,0,0,1,0,46.8057,-100.802
Burleigh,2014,10,15,3,Injury,0,0,0,1,0,0,0,0,0,0,0,0,46.8055,-100.788
Cass,2014,10,9,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8616,-96.808
Ward,2014,10,17,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,48.2164,-101.299
Cass,2014,10,16,1,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.9048,-96.782
Grand Forks,2014,10,15,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,47.8958,-97.051
Grand Forks,2014,10,9,1,Injury,0,1,0,0,0,0,0,0,0,1,0,1,47.9089,-97.044
McKenzie,2014,10,22,2,Injury,0,1,1,1,1,0,0,0,0,0,0,0,47.8033,-103.262
Sargent,2014,10,16,2,Injury,0,0,0,1,0,1,0,0,1,0,0,0,46.2589,-97.454
Stutsman,2014,10,15,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.9087,-98.708
Mountrail,2014,10,1,1,Injury,1,1,0,1,0,0,0,1,0,0,0,1,48.389,-102.804
Williams,2014,10,0,2,Injury,0,.,0,0,1,0,0,0,1,0,1,0,48.1449,-103.616
McKenzie,2014,10,19,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,47.8046,-103.256
Morton,2014,10,20,2,Injury,0,.,0,0,0,1,0,0,1,0,0,0,46.8285,-100.89
Cass,2014,10,1,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.862,-96.872
Cass,2014,10,19,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8795,-96.798
Renville,2014,10,1,1,Injury,0,1,0,0,1,0,0,0,0,0,0,1,48.7635,-101.529
Stark,2014,10,16,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.883,-102.765
McKenzie,2014,10,17,3,Injury,0,0,0,1,0,0,0,0,0,0,0,0,47.4816,-103.144
Burleigh,2014,10,18,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8453,-100.762
Grand Forks,2014,10,18,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,47.922,-97.035
Grand Forks,2014,10,17,3,Injury,0,0,0,1,1,0,0,0,0,0,0,0,47.933,-97.169
Williams,2014,10,6,4,Injury,1,1,0,1,0,0,0,1,1,0,0,1,48.2416,-103.518
Williams,2014,10,2,1,Injury,1,1,0,0,1,0,0,1,0,1,0,1,48.1617,-103.821
Mountrail,2014,10,11,1,Fatal,1,0,0,0,0,1,0,0,0,0,0,0,48.3415,-102.699
McKenzie,2014,10,18,1,Injury,1,.,1,1,0,0,0,1,0,0,0,1,47.9786,-103.539
Traill,2014,10,16,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,47.5002,-97.326
Burleigh,2014,10,12,2,Injury,0,0,0,1,0,0,0,0,1,0,0,0,46.8049,-100.795
Grand Forks,2014,10,15,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,47.8921,-97.067
Wells,2014,10,15,2,Injury,0,0,0,1,0,0,0,0,0,0,0,0,47.7677,-99.928
Richland,2014,10,18,1,Injury,0,0,0,0,0,0,0,1,0,0,0,1,46.4344,-97.133
Walsh,2014,10,19,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,48.3939,-97.748
McKenzie,2014,10,14,2,Injury,0,0,1,1,0,0,0,0,0,0,0,0,47.7981,-103.262
Grand Forks,2014,10,15,2,Injury,0,.,0,0,0,0,0,0,1,0,0,0,47.8931,-97.045
Cass,2014,10,14,2,Injury,0,.,0,0,0,0,0,0,1,0,0,0,46.8668,-96.798
Cass,2014,10,8,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8548,-96.883
Cass,2014,10,7,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.876,-96.822
Bottineau,2014,10,19,1,Injury,0,1,0,0,0,0,0,0,0,0,0,0,48.85,-100.731
Ward,2014,10,15,2,Injury,0,0,0,1,0,0,0,0,0,0,0,0,48.2023,-101.31
Cass,2014,10,13,3,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8546,-96.859
Cass,2014,10,6,3,Injury,0,0,0,1,0,0,0,0,1,0,1,0,46.8778,-96.819
Dunn,2014,10,23,1,Injury,1,0,1,1,0,0,0,1,0,0,0,1,47.3428,-102.489
Grand Forks,2014,10,11,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,47.8894,-97.045
Cass,2014,10,13,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8327,-96.84
Grand Forks,2014,10,17,3,Injury,0,0,0,0,0,0,0,0,0,0,0,0,47.9223,-97.048
Traill,2014,10,21,4,Injury,0,0,0,0,0,0,0,0,0,0,0,0,47.3095,-97.033
Cass,2014,10,10,1,Injury,0,0,0,1,0,0,0,1,1,0,0,1,46.79,-96.863
Cass,2014,10,14,1,Injury,0,0,0,1,0,0,0,1,0,0,0,1,46.8336,-96.929
McKenzie,2014,10,9,1,Injury,0,0,0,1,0,0,0,1,1,0,0,1,47.8735,-102.734
McKenzie,2014,10,7,2,Injury,0,0,1,0,0,1,0,0,1,1,0,0,47.8065,-103.646
Ramsey,2014,10,4,1,Fatal,1,1,0,0,1,1,0,0,1,0,0,1,48.0363,-98.894
Williams,2014,10,14,1,Injury,0,1,0,0,1,0,0,0,0,0,0,1,48.1687,-103.63
Williams,2014,10,21,1,Injury,1,.,0,1,1,0,0,1,0,0,0,1,48.2152,-103.625
Mountrail,2014,10,1,1,Injury,1,.,0,1,1,0,0,1,0,0,0,0,48.3274,-102.375
Williams,2014,10,16,2,Injury,1,.,1,0,0,1,0,0,1,0,0,0,48.2303,-103.621
Cavalier,2014,10,2,1,Injury,0,0,0,0,1,0,0,0,0,1,0,1,48.9191,-98.044
Burleigh,2014,10,8,2,Injury,0,0,0,0,1,0,0,0,1,0,0,0,46.8052,-100.763
Burleigh,2014,10,16,3,Injury,0,.,0,0,0,0,0,0,0,0,0,0,46.8166,-100.782
Cass,2014,10,2,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8644,-96.851
Cass,2014,10,19,2,Injury,0,0,0,1,0,0,0,0,0,0,0,0,46.9099,-96.798
Renville,2014,10,23,1,Injury,0,0,0,0,0,0,0,0,0,0,1,0,48.5679,-101.517
Grand Forks,2014,10,10,2,Injury,0,0,0,0,0,0,0,0,0,0,1,0,47.8896,-97.086
Grand Forks,2014,10,17,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,47.8895,-97.052
Cass,2014,10,18,2,Injury,0,.,0,0,0,0,0,0,1,0,0,0,46.8825,-96.794
Grand Forks,2014,10,19,2,Injury,0,0,0,1,0,0,0,0,1,0,0,0,47.8895,-97.067
Richland,2014,10,17,1,Injury,0,1,1,1,0,0,0,1,0,0,0,1,46.0108,-96.68
Mercer,2014,10,20,1,Injury,0,1,0,0,0,0,0,1,0,1,0,1,47.312,-101.385
Wells,2014,10,9,2,Injury,1,0,1,1,0,0,0,0,1,0,0,0,47.7165,-99.81
Grant,2014,10,19,1,Fatal,1,1,0,0,0,0,0,1,0,1,0,1,46.3032,-101.329
Cass,2014,10,16,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8616,-96.832
Burleigh,2014,10,13,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.7828,-100.774
Burleigh,2014,10,1,1,Injury,0,1,0,0,1,0,0,0,0,0,0,1,46.823,-100.515
Cass,2014,10,13,2,Injury,0,0,0,1,0,0,0,0,0,0,0,0,46.8618,-96.861
Stutsman,2014,10,11,1,Injury,0,0,0,0,0,0,0,1,0,0,0,1,47.0212,-98.679
Grand Forks,2014,10,8,1,Injury,0,1,0,1,1,0,0,0,0,0,0,1,47.9333,-97.066
Grand Forks,2014,10,2,1,Injury,0,.,0,0,0,0,0,0,1,0,0,1,47.9133,-97.05
Billings,2014,10,17,1,Injury,0,1,0,1,0,0,1,1,1,0,0,1,46.8762,-103.242
Morton,2014,10,7,2,Injury,0,.,0,0,0,0,0,0,0,0,0,0,46.8344,-100.903
Burleigh,2014,10,15,2,Injury,0,0,0,1,0,0,0,0,1,0,1,0,46.8417,-100.794
Burleigh,2014,10,18,2,Injury,0,.,0,0,0,1,0,0,1,0,0,0,46.8304,-100.773
Grand Forks,2014,10,18,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,47.9321,-97.055
Cass,2014,10,7,3,Injury,0,0,0,0,0,0,0,0,1,0,1,0,46.8481,-96.799
Cass,2014,10,15,3,Injury,0,.,0,0,0,0,0,0,1,0,0,0,46.8388,-96.82
Cass,2014,10,18,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8427,-96.811
Cass,2014,10,17,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8905,-96.835
Ward,2014,10,16,2,Injury,0,1,0,1,0,1,0,0,0,0,0,0,48.2112,-101.243
Dunn,2014,10,2,1,Injury,0,0,0,0,1,0,0,1,0,1,0,1,47.7323,-102.64
Oliver,2014,10,7,1,Injury,0,0,0,1,0,0,0,1,1,1,0,1,47.0102,-101.701
Nelson,2014,10,10,1,Injury,0,0,0,0,0,0,0,1,0,1,0,1,48.0185,-98.034
Williams,2014,10,19,2,Fatal,1,1,0,0,0,0,0,0,0,0,0,0,48.1832,-103.629
Williams,2014,10,13,2,Injury,1,.,0,1,0,0,0,0,1,0,0,0,48.1402,-103.691
Cass,2014,10,0,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8641,-96.866
Cass,2014,10,5,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8457,-96.793
Dickey,2014,10,12,2,Injury,0,1,0,1,0,0,0,0,0,0,0,0,46.1393,-98.091
Burleigh,2014,10,19,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.838,-100.731
Cass,2014,10,21,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8436,-96.799
Stutsman,2014,10,9,2,Injury,0,1,1,0,0,1,0,0,1,0,1,0,46.8859,-98.718
Ward,2014,10,17,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,48.3272,-101.759
Cass,2014,10,15,4,Injury,0,0,0,1,0,0,0,0,0,0,0,0,46.876,-96.822
Burleigh,2014,10,7,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8042,-100.788
Burleigh,2014,10,18,2,Injury,0,1,0,0,0,0,0,0,1,0,0,0,46.8041,-100.785
Ward,2014,10,7,3,Injury,0,0,0,0,0,1,0,0,1,0,0,0,48.2327,-101.289
Cass,2014,10,7,2,Injury,0,0,1,0,0,0,0,0,0,0,0,0,46.8904,-96.801
Bottineau,2014,10,7,2,Injury,0,1,0,0,0,0,0,1,0,0,0,1,48.821,-100.692
Traill,2014,10,15,1,Injury,0,1,1,0,0,0,0,0,0,0,0,0,47.6288,-97.467
Grand Forks,2014,10,18,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,47.9258,-97.081
Cass,2014,10,16,3,Injury,0,0,0,0,1,0,0,0,1,0,0,0,46.8582,-96.851
Mountrail,2014,10,9,1,Injury,1,0,0,1,0,0,0,0,0,1,0,0,47.949,-102.118
Ward,2014,10,16,2,Injury,0,0,0,0,0,1,0,0,1,0,0,1,47.9789,-101.294
Stark,2014,10,13,2,Injury,0,0,0,0,0,0,0,0,1,0,1,0,46.895,-102.79
Williams,2014,10,21,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,48.176,-103.626
McKenzie,2014,10,6,2,Injury,1,1,1,0,0,1,0,0,1,0,1,0,47.7922,-103.224
Burleigh,2014,10,18,2,Injury,0,1,0,1,0,0,0,0,1,0,0,0,46.7656,-100.71
Cass,2014,10,7,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8626,-96.798
Cass,2014,10,2,3,Injury,0,1,0,0,0,0,0,0,1,0,0,0,46.8432,-96.862
Ward,2014,10,17,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,48.2164,-101.299
Cass,2014,10,17,3,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8832,-96.802
Dunn,2014,10,4,1,Injury,0,0,0,1,0,0,0,1,0,1,0,1,47.4886,-102.896
Grand Forks,2014,10,17,3,Injury,0,0,0,0,0,1,0,0,1,0,0,0,47.8894,-97.067
Grand Forks,2014,10,12,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,47.8855,-97.033
McKenzie,2014,10,22,2,Injury,0,1,1,1,0,0,0,0,0,0,1,0,47.6107,-103.264
Grand Forks,2014,10,18,3,Injury,0,0,0,0,0,0,0,0,0,0,0,0,47.8895,-97.061
Cass,2014,10,6,5,Injury,0,0,0,1,0,0,0,0,1,0,0,0,46.864,-96.862
Cass,2014,10,14,3,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8922,-96.798
Cass,2014,10,15,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8751,-96.8
Burleigh,2014,10,8,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8115,-100.771
Burleigh,2014,10,14,2,Injury,0,1,0,1,0,0,0,0,0,0,1,0,46.8306,-100.773
Stutsman,2014,10,1,1,Injury,0,0,0,0,0,0,0,1,0,0,0,1,46.8922,-98.613
Ransom,2014,10,19,2,Injury,0,0,0,0,0,0,0,0,0,0,1,0,46.629,-97.602
Cass,2014,10,14,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8771,-96.926
McLean,2014,10,17,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,47.722,-100.907
Foster,2014,10,17,2,Injury,0,0,0,1,0,0,0,0,1,0,0,0,47.5297,-99.117
Cass,2014,10,15,2,Injury,0,1,1,0,0,0,0,0,1,0,0,0,46.8041,-96.837
Slope,2014,10,23,1,Fatal,1,1,0,1,0,0,0,0,0,1,0,1,46.2984,-103.915
Williams,2014,10,7,2,Injury,0,.,0,1,0,0,0,0,1,0,0,0,48.1569,-103.629
Mountrail,2014,10,19,1,Injury,0,.,0,0,0,0,0,1,0,0,0,1,48.3111,-102.54
McKenzie,2014,10,15,1,Injury,0,1,0,0,0,0,0,0,1,0,0,0,47.921,-103.199
Williams,2014,10,7,2,Injury,1,0,0,0,0,1,0,0,1,0,0,0,48.1578,-103.626
Cass,2014,11,2,1,Injury,0,0,0,1,1,0,0,1,0,1,0,1,46.8327,-96.838
Sargent,2014,11,9,1,Fatal,1,1,0,0,0,0,0,1,0,0,0,1,45.9937,-97.865
Grand Forks,2014,11,10,2,Injury,0,.,0,0,0,1,0,0,1,0,0,0,47.9233,-97.046
Ward,2014,11,14,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,48.2366,-101.289
Mountrail,2014,11,0,1,Fatal,1,1,0,1,1,0,0,1,0,1,0,1,47.873,-102.429
Ward,2014,11,0,2,Injury,1,.,0,0,1,0,0,0,1,0,0,0,48.2046,-101.307
Pierce,2014,11,0,1,Injury,0,0,0,1,1,0,0,1,0,0,0,1,48.3677,-99.988
Rolette,2014,11,0,1,Fatal,1,1,0,0,1,0,0,1,0,1,0,1,48.8673,-99.767
Burleigh,2014,11,11,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8117,-100.782
Stutsman,2014,11,13,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.9181,-98.703
Stark,2014,11,17,2,Injury,0,.,1,1,0,0,0,0,0,0,0,0,46.8915,-102.83
Ward,2014,11,7,1,Injury,0,0,0,1,0,0,0,1,0,1,0,1,48.2832,-101.316
Stark,2014,11,18,2,Injury,0,0,0,1,0,0,0,0,0,0,0,0,46.9066,-102.788
Adams,2014,11,15,1,Injury,0,0,1,1,0,0,0,1,0,0,0,1,46.1102,-102.477
Williams,2014,11,18,3,Injury,1,0,0,1,0,0,0,0,1,0,0,0,48.1403,-103.82
Burleigh,2014,11,21,1,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8363,-100.278
McKenzie,2014,11,14,4,Injury,0,0,1,1,0,0,0,0,0,0,0,0,47.8057,-103.171
McKenzie,2014,11,16,3,Injury,0,0,0,1,0,1,0,0,0,0,0,0,47.796,-103.277
Cass,2014,11,17,3,Injury,0,.,0,0,0,0,0,0,0,0,0,0,46.8584,-96.861
Cass,2014,11,17,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8762,-96.853
Burleigh,2014,11,20,2,Injury,0,0,0,0,1,0,0,0,0,0,1,0,46.7994,-100.774
Burleigh,2014,11,12,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8116,-100.778
Burleigh,2014,11,13,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8304,-100.773
Barnes,2014,11,9,1,Injury,1,0,1,1,0,0,0,1,0,0,0,1,46.9842,-97.791
Grand Forks,2014,11,21,1,Injury,0,0,0,1,1,0,0,1,1,0,0,1,47.8282,-97.002
Williams,2014,11,10,1,Injury,1,1,0,1,0,0,0,1,1,0,0,1,48.299,-103.26
Pembina,2014,11,15,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,48.8048,-97.622
Dunn,2014,11,9,1,Injury,1,0,0,0,0,0,0,0,0,0,1,1,47.2415,-102.769
Ramsey,2014,11,16,2,Injury,0,1,1,0,0,0,0,0,0,0,0,0,48.05,-98.638
Burleigh,2014,11,7,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8815,-100.736
Williams,2014,11,20,2,Injury,0,1,0,0,0,1,0,0,1,0,0,0,48.4309,-103.625
Stark,2014,11,8,2,Injury,0,0,0,1,0,0,0,0,1,0,0,0,46.8923,-102.79
Burleigh,2014,11,14,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8235,-100.73
